Company Name, Price Shares, Purchase price, Link, Director, Officer, Ten Percent, 
BlackRock Capital Allocation Trust[BCAT] ,21.87 ,32805.0 ,https://www.sec.gov/Archives/edgar/data/1809541/000089924321001036/xslF345X03/doc4.xml ,0, 0, 0, 
Cheniere Energy Partners L.P.[CQP] ,34.77 ,1779250.4400000002 ,https://www.sec.gov/Archives/edgar/data/1070844/000089924321000501/xslF345X03/doc4.xml ,0, 0, 1, 
Cheniere Energy Partners L.P.[CQP] ,35.43 ,721354.8 ,https://www.sec.gov/Archives/edgar/data/1070844/000089924321000501/xslF345X03/doc4.xml ,0, 0, 1, 
Cheniere Energy Partners L.P.[CQP] ,34.93 ,1481905.25 ,https://www.sec.gov/Archives/edgar/data/1070844/000089924321000779/xslF345X03/doc4.xml ,0, 0, 1, 
Blue Apron Holdings Inc.[APRN] ,5.63 ,45040.0 ,https://www.sec.gov/Archives/edgar/data/1701114/000149315221000330/xslF345X03/ownership.xml ,0, 0, 1, 
FIRST FINANCIAL BANCORP /OH/[FFBC] ,17.53 ,9361.02 ,https://www.sec.gov/Archives/edgar/data/708955/000112760221000566/xslF345X03/form4.xml ,1, 
    , 
        , 
MID PENN BANCORP INC[MPB] ,21.9 ,2496.6 ,https://www.sec.gov/Archives/edgar/data/879635/000117184321000052/xslF345X03/ownership.xml ,1, 0, 0, 
MARCHEX INC[MCHX] ,1.745 ,7110.875 ,https://www.sec.gov/Archives/edgar/data/1224133/000106299321000031/xslF345X03/form4.xml ,0, 0, 1, 
MARCHEX INC[MCHX] ,1.745 ,63994.385 ,https://www.sec.gov/Archives/edgar/data/1224133/000106299321000031/xslF345X03/form4.xml ,0, 0, 1, 
SOUTH DAKOTA SOYBEAN PROCESSORS LLC[N.A.] ,3.1 ,18600.0 ,https://www.sec.gov/Archives/edgar/data/1163609/000116360921000002/xslF345X03/wf-form4_160988519332905.xml ,1, 0, 0, 
SOUTH DAKOTA SOYBEAN PROCESSORS LLC[N.A.] ,3.11 ,27990.0 ,https://www.sec.gov/Archives/edgar/data/1163609/000116360921000002/xslF345X03/wf-form4_160988519332905.xml ,1, 0, 0, 
MID PENN BANCORP INC[MPB] ,21.9 ,4993.2 ,https://www.sec.gov/Archives/edgar/data/879635/000117184321000053/xslF345X03/ownership.xml ,1, 0, 0, 
GLOBAL MACRO TRUST[None] ,19950.0 ,192956.40000000002 ,https://www.sec.gov/Archives/edgar/data/1145765/000129457421000001/xslF345X03/primary_doc.xml ,0, 0, 0, 
RGC RESOURCES INC[RGCO] ,24.21 ,100.01151000000002 ,https://www.sec.gov/Archives/edgar/data/1069533/000180142121000001/xslF345X03/primary_doc.xml ,0, 1, 0, 
C. H. ROBINSON WORLDWIDE INC.[CHRW] ,93.583 ,5159.2307900000005 ,https://www.sec.gov/Archives/edgar/data/1043277/000120919121001182/xslF345X03/doc4.xml ,1, 0, 0, 
CARRIAGE SERVICES INC[CSV] ,31.08 ,31080.0 ,https://www.sec.gov/Archives/edgar/data/1016281/000101628121000014/xslF345X03/wf-form4_160979553184838.xml ,1, 0, 0, 
CENTURY BANCORP INC[CNBKA] ,77.58 ,11093.94 ,https://www.sec.gov/Archives/edgar/data/812348/000109767221000001/xslF345X03/primary_doc.xml ,0, 0, 1, 
CENTURY BANCORP INC[CNBKA] ,77.0 ,15400.0 ,https://www.sec.gov/Archives/edgar/data/812348/000109767221000001/xslF345X03/primary_doc.xml ,0, 0, 1, 
CENTURY BANCORP INC[CNBKA] ,77.42 ,29806.7 ,https://www.sec.gov/Archives/edgar/data/812348/000109767221000001/xslF345X03/primary_doc.xml ,0, 0, 1, 
CENTURY BANCORP INC[CNBKA] ,77.525 ,15505.000000000002 ,https://www.sec.gov/Archives/edgar/data/812348/000109767221000001/xslF345X03/primary_doc.xml ,0, 0, 1, 
CENTURY BANCORP INC[CNBKA] ,135.99 ,748.720143 ,https://www.sec.gov/Archives/edgar/data/812348/000112760221001247/xslF345X03/form4.xml ,1, 1, Chairman, CEO and President, 
CENTURY BANCORP INC[CNBKA] ,135.99 ,469.42388100000005 ,https://www.sec.gov/Archives/edgar/data/812348/000112760221001249/xslF345X03/form4.xml ,null, null, null, 
CFN Enterprises Inc.[CNFN] ,0.04 ,25000.0 ,https://www.sec.gov/Archives/edgar/data/1352952/000109690621000049/xslF345X03/form4.xml ,1, 1, 0, 
Owl Rock Capital Corp III[NONE] ,0.0 ,0.0 ,https://www.sec.gov/Archives/edgar/data/1786096/000089924321000748/xslF345X03/doc4.xml ,0, 0, 1, 
GlassBridge Enterprises Inc.[GLAE] ,0.0 ,0.0 ,https://www.sec.gov/Archives/edgar/data/1014111/000092189521000034/xslF345X03/form412755003_01052021.xml ,0, 0, 1, 
CNB FINANCIAL CORP/PA[CCNE] ,29.54 ,14770.0 ,https://www.sec.gov/Archives/edgar/data/736772/000120919121002428/xslF345X03/doc4.xml ,1, 0, 0, 
CNL Strategic Capital LLC[NONE] ,0.0 ,0.0 ,https://www.sec.gov/Archives/edgar/data/1618244/000138713121000049/xslF345X03/ownership.xml ,0, 1, 0, 
CNL Strategic Capital LLC[NONE] ,0.0 ,0.0 ,https://www.sec.gov/Archives/edgar/data/1684682/000138713121000050/xslF345X03/ownership.xml ,0, 1, 0, 
CODORUS VALLEY BANCORP INC[CVLY] ,17.08 ,3415.9999999999995 ,https://www.sec.gov/Archives/edgar/data/806279/000080627921000001/xslF345X03/primary_doc.xml ,1, 0, 0, 
COLUMBIA BANKING SYSTEM INC.[COLB] ,24.06 ,3296.22 ,https://www.sec.gov/Archives/edgar/data/887343/000088734321000013/xslF345X03/wf-form4_161013711255994.xml ,0, 1, 0, 
COLUMBIA BANKING SYSTEM INC.[COLB] ,24.06 ,4306.74 ,https://www.sec.gov/Archives/edgar/data/887343/000088734321000014/xslF345X03/wf-form4_161013713010924.xml ,1, 1, 0, 
CONSOLIDATED EDISON INC[ED] ,72.27 ,931.2712199999999 ,https://www.sec.gov/Archives/edgar/data/1047862/000104786221000007/xslF345X03/edgar.xml ,0, 1, 0, 
CONSOLIDATED EDISON INC[ED] ,72.27 ,2786.8757399999995 ,https://www.sec.gov/Archives/edgar/data/1047862/000104786221000011/xslF345X03/edgar.xml ,0, 1, 0, 
CONSOLIDATED EDISON INC[ED] ,72.27 ,11009.53953 ,https://www.sec.gov/Archives/edgar/data/1047862/000104786221000012/xslF345X03/edgar.xml ,0, 1, 0, 
CONSOLIDATED EDISON INC[ED] ,72.27 ,8607.28473 ,https://www.sec.gov/Archives/edgar/data/1047862/000104786221000013/xslF345X03/edgar.xml ,0, 1, 0, 
CONSOLIDATED EDISON INC[ED] ,72.27 ,1549.5410699999998 ,https://www.sec.gov/Archives/edgar/data/1047862/000104786221000014/xslF345X03/edgar.xml ,0, 1, 0, 
CONSOLIDATED EDISON INC[ED] ,72.27 ,8684.54136 ,https://www.sec.gov/Archives/edgar/data/1047862/000104786221000015/xslF345X03/edgar.xml ,0, 1, 0, 
CONSOLIDATED EDISON INC[ED] ,72.27 ,5436.727559999999 ,https://www.sec.gov/Archives/edgar/data/1047862/000104786221000020/xslF345X03/edgar.xml ,1, 1, 0, 
CONSOLIDATED EDISON INC[ED] ,72.27 ,5897.231999999999 ,https://www.sec.gov/Archives/edgar/data/1047862/000104786221000021/xslF345X03/edgar.xml ,1, 0, 0, 
CONSOLIDATED EDISON INC[ED] ,72.27 ,100.52757 ,https://www.sec.gov/Archives/edgar/data/1047862/000104786221000022/xslF345X03/edgar.xml ,0, 1, 0, 
